,review_id,user_name,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion
15,57f081cc-5de4-41fd-ab72-fc5b10f725bf,Michael Chukwuemeka Thompson,"Kids, just go into your device's ""safe mode"" where mobicip cannot operate. Go into settings and go into app permissions and turn off ALL permissions for mobicip and the screentime limit will no longer work.",1,2,2023-08-29 17:47:05,"@Michael Chukwuemeka Thompson, thanks for your feedback. We’d like to know the details of the problem you mentioned. Please send the details or screenshot to support@mobicip.com. We'll pass it along to our development team and see if there is any way we can improve it.",2022-10-12 11:33:21,3.0.1_r1282
16,18d60704-aee0-4c3d-a5df-09d86829aac0,Cameron King,"While I had challenges, the professionalism and understanding shown by your support team have been commendable. I will keep this in mind for future considerations and will not hesitate to recommend Mobicip based on the quality of their customer service.",4,2,2023-08-20 15:05:47,,,2.1.30_r668
17,620b3164-bebc-4f86-907d-18248cabffc2,Leila Schaefer,Sucks,1,0,2023-08-17 02:48:31,,,3.0.1_r1534
18,aa855d69-bd31-43fc-ae44-757efb6ba8f4,Mboloh Randolf Yuh,Sweet,5,0,2023-07-01 19:20:26,"@Mboloh Randolf Yuh, Thanks for taking out time to rate us. It really helps us to keep going and delivering the best :)",2023-07-23 13:45:09,
19,5ef091e1-8d39-49ee-9be7-ad86f7f9cf05,Matthew Dean,Not official I don't recommend it because when you click child it has you add somebody else as a child so it doesn't let you do what you need to do so I don't recommend it please uninstall this if you have it it's horrible and do not buy anything from this developer,1,1,2023-04-25 20:27:50,"@Matthew Dean, it appears that there is some misunderstanding about what the app does and how it does it. If you need help with the setup, please do get in touch with support@mobicip.com and one of our experts will walk you through the steps over a phone call.",2023-04-28 17:09:37,
20,08e6c1ff-cf18-491d-879a-3d426de8756e,Matteo Albanese,Horrible,1,1,2023-03-25 16:59:56,Very sorry to hear that you don't like our app. Would you mind telling us what you dislike about it? Please write to us at support@mobicip.com. We'll be grateful for your feedback.,2023-04-24 17:17:41,3.0.1_r1282
21,c493aae8-2661-40e8-b4de-73c46678e1dc,Jason T (JT),This app did not work well they are asking a tremendous amount of money annually for an app that doesn't even work properly It caused arguments with kids & parents. Save yourself the hassle just go to a different app.,1,8,2023-03-11 13:12:08,"@Jason T, we apologize for this experience. We would need to speak with you to better understand the problem you encountered. Please contact us at support@mobicip.com so we can help resolve this issue. Thank you.",2023-04-24 17:15:39,2.1.23_r602
22,85e0755b-38a0-464c-94cd-8e52c13fa8b0,Marilyn Bouman,Did not work,1,0,2023-02-27 16:08:57,"Hello @Marilyn Bouman, can you tell us more detail about the issue at support@mobicip.com? It will be very helpful for us to investigate and fix it.",2023-04-24 17:11:33,
23,0c9d5fee-3a4c-4f16-a197-2ea476ba9177,Archana Saxena,New to this app,5,0,2023-02-09 08:40:20,"We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at support@mobicip.com! Have a wonderful day!",2023-02-09 13:21:53,2.1.17_r537
24,f7ae1a63-c95b-4a57-b734-bec6affb89bc,Nate Binzen,"Works good until it takes over my kids' iPad and won't let it out of the Mobicip app to access anything else, or restart, until, literally, the battery runs out. Try explaining that to your kid.",2,2,2023-01-26 23:52:21,"@Nate Binzen, we are sorry for the trouble you are having. Looks like a setup issue by your description. If you could please get in touch with us at support@mobicip.com, we can troubleshoot the problem and fix it.",2023-01-28 13:31:53,2.1.17_r537
25,b4420dc1-c194-41ba-bf2e-c488e0018149,FringotOfficial,Horrible it never works,1,2,2023-01-20 19:52:53,@FringotOfficial can you give us more detail about the issue at support@mobicip.com? It will be very helpful for us to investigate and fix it. Thank you!,2023-01-28 13:27:53,2.1.17_r537
26,da839a02-8775-4ec4-a796-c4ff6bc33885,Chiran Alexa,How to make sure you get the worst room at the retirement home and never see your kids again after they turn 18:,1,1,2023-01-08 22:40:08,"@Chiran Alexa, we are sorry that you feel this way. Rather than venting out in a review, it might work better to sit down with your parents and talk about what you feel. The app is just a tool that allows parents to guide you towards healthy habits. You may not see it that way, but that is why you need to have the conversation. Best wishes!",2023-01-11 16:02:07,2.1.17_r537
27,08e52aa8-6643-4ff7-a750-4b6fab62ba5b,Kaydence Butler,Disconnects,1,1,2023-01-02 02:58:21,"@Kaydence Butler, we apologize for any issue you might be having! Could you send details of what you are experiencing to our customer support at support@mobicip.com? We'll get you up and running.",2023-01-11 15:59:04,2.1.15_r517
28,d5847722-5aa0-4cd3-8058-ab10cf2e32bf,Annise Arntsen,"Dear parents, stop micromanaging your kids' lives.",1,1,2022-11-05 20:41:21,"@Annise Arntsen, thanks for your feedback! We deeply respect your advice, although it may be slightly misplaced. You see, Mobicip doesn't define the rules, it merely enforces them. You may be better off having a conversation with your parent to setup mutually acceptable rules. Over time, you should be able to earn the independence you wish to have.",2022-11-06 13:39:45,3.0.1_r1104
29,285287dd-23e8-442a-b142-e8178c5f9af0,Joylen Diaz,We used this app for parental controls and it stopped our internet and kept glitching.,1,1,2022-10-10 20:49:44,"@Joylen Diaz, your problem needs more detailed examination. Please report it to our technical support team at support@mobicip.com. We are always looking to help our users.",2022-10-12 11:33:48,
30,39125ccc-061a-4114-a09d-c5fb5f4e95cc,Chasity Ross,IDK! NVR USED IT!,1,1,2022-10-01 11:45:27,"@Chasity Ross, we are disappointed to see this review, since you have never used the app. If you did try the app and had any difficulty, please do contact us at support@mobicip.com and we are more than happy to help you.",2022-10-08 14:30:07,
31,b9d7dc3b-9e94-4a51-bf5e-f754532dfbdc,Bradley Newswanger,Blocks the sites that are specifically allowed.,1,1,2022-08-30 23:35:15,"@Bradley Newswanger, we apologize for this experience. We would need to speak with you to better understand the problem. Please contact us at support@mobicip.com so we can help resolve this issue. Thank you.",2022-08-31 18:40:27,
32,bcfea9e2-6050-4e33-b8d5-38400bfe4dbc,Suetta Miller,"I have used Mobicip for my family's laptop computer, Chromebook, and smart phones for many years. I can't give it 5 stars for the phones, because my kids figured out how to get around it too many times. However, for the Chromebook and laptop, I would definitely give it 5 stars. It does sometimes have glitches or slow things down, but whenever I have contacted Mobicip Support over the years, they have been prompt, patient, and have helped me figure out what went wrong and told me how to fix it.",5,4,2022-07-26 15:09:00,"@Suetta Miller, with every new app version we are introducing new features and improving existing ones. We are sure that your feedback will only help us improve further. Thank you so much for your review!",2022-07-26 17:15:28,3.0.1_r1282
33,0c017de7-58a5-4f69-90f2-c22f5fc7afa3,Jordan Lehman,Great concept but one of the worst apps ever. As soon it was installed it said the screen limit was reached making the device completely unusable. When I tried to unlock so I could change settings (just to get setup) it said to check the internet connection. You can't even uninstall the app because to override the uninstall protection you have to...access the internet which this app makes crash. I want to stay safe and this is NOT the way to do it.,1,12,2022-07-25 14:56:04,"@Jordan Lehman, we apologize for the frustrating experience. We would like to speak with you to better understand the problem you encountered. Please contact us at support@mobicip.com so we can help resolve this issue. Thank you.",2022-07-25 15:25:04,2.1.14_r490
34,4709028d-7a9f-47be-bead-b1ed1574eb72,Nicole Schaefer,Getting sick and tired of having my child request access to acceptable websites only to have my child still not able to visit those sights. Updating everything and rebooting systems does nothing. And the locator doesn't find them at all.,1,4,2022-07-12 21:53:46,"@Nicole Schaefer, sorry for the troubles you've had with the app. We'd be happy to take a look into this for you, please contact us at support@mobicip.com. Thank you.",2022-07-17 08:38:32,2.1.14_r490
35,6eaf1cc8-4e1d-44b9-89cb-23bb42b825ae,Brandon Kerr,This app is absolutely garbage. I have nothing else to say.,1,1,2022-07-09 03:34:57,"@Brandon Kerr, we are sorry that you feel that way. If there are specific issues that caused the frustration, please do let us know at support@mobicip.com and we are happy to assist in any way possible.",2022-07-12 09:19:38,
36,defc89e9-942a-4739-9fb1-0982ee4b4bde,Mike Brown,"I purchased a 1 year subscription of Mobicip to use on my daughter's Android. Our main goal was to disable the camera, which was easy enough with Mobicip. A nice bonus was being able to track the phone while she was away from the house. An excellent app that did exactly what we needed. Thanks!",5,2,2022-07-05 16:47:37,"@Mike Brown, we are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at support@mobicip.com! Have a wonderful day!",2022-07-12 09:18:41,3.0.1_r1568
37,63a3bcec-6ec2-48ef-bdf3-e8f3cf45bc8a,Doris,I have used this app for around 4 years now. I am able to block specific apps and receive reports regarding the websites my teenagers visit.,5,2,2022-06-22 01:46:55,"@ Doris, thanks for your review! Please recommend our app to your friends, and don’t hesitate to shoot us a note at support@mobicip.com if you have any questions.",2022-06-22 02:36:03,2.1.12_r460
38,b0e949b3-6c87-45a7-9a7a-baded2bdf251,Kanthi Adapa,I had abunch if issues when i accepted permission to a website for my kid it just wouldnt work and then my kid tried spamming it.,1,0,2022-06-21 15:13:52,"@Kanthi Adapa, we apologize for this experience. We would need to speak with you to better understand the problem you encountered. Please contact us at support@mobicip.com so we can help resolve this issue. Thank you.",2022-06-22 02:35:18,2.1.12_r460
39,6ad7be7d-46d6-469a-af59-063d37197885,Steve Cook,Great app but cannot sign up and pay for it. great business model! Each time I got for a premium subscription it errors,2,1,2022-06-11 21:42:56,"@Steve Cook, sorry for the trouble. Could you please write to us at support@mobicip.com so that we can help you?",2022-06-14 17:38:57,2.1.10_r450
40,04251612-2704-4917-9d37-551aed3d6fa8,David G,"This app is great for monitoring adult children. I am able to monitor my 18 yr old son w/o applying restrictions (Monitor only). It is great for monitoring my elementary, middle and high school aged kids. We are able to discuss block or questionable websites. Don't be naive and think your children aren't curious and not searching inappropriate things. The android app had glitches and they are now fixed. Mobicip has worked with me to fix that. You can email or schedule a call with them.",5,7,2022-06-02 21:11:18,"@David G, Thanks for your review! Please recommend our app to your friends, and don’t hesitate to shoot us a note at support@mobicip.com if you have any questions.",2022-06-04 07:35:22,2.1.9_r434
41,6844dfa3-2ee3-4b92-8ad5-60d8cd70b5f3,valarie floyd,Sucks,1,0,2022-05-12 20:23:47,"@valarie floyd, we are sorry to hear that :( Please let us know what exactly did you not like about our app at support@mobicip.com, so we could improve it based on your feedback.",2022-05-13 17:47:22,2.1.8_r411
42,41b732c4-174d-4598-9926-7af04e170d29,Slade May,"2 issues, one terrible ui and 2 screen lock is easy to get around. At this point the app fails at its job and it never let's Chrome run however Google requires Chrome to actually run anything. The app is also borderline spyware and I am tempted to call it an intrusive software because it requires administration powers to run",1,2,2022-04-21 14:49:13,"@Slade May, we are sorry for the poor experience you are having. The issues you have mentioned seem to be specific to your device type or the way Mobicip is setup on it. Please contact support@mobicip.com and setup an appointment so we can review the setup and troubleshoot the problem.",2022-05-05 11:13:27,2.1.7_r400
43,2192710f-f54e-42fa-ba48-66eb7673fb42,Zee-Bruh,"It's so bad, I can't even see what I'm doing, do NOT recommend",1,0,2022-04-10 17:04:01,"@Zee-Bruh, thanks for your response. We appreciate it. Can you tell us the device you are using at support@mobicip.com? We will try to evaluate the issue and get back to you.",2022-04-13 10:33:43,
44,3629cc7e-a04d-4d5f-9470-20606ae40518,Michael Thompson,"The app is OK. It's rather unreliable, much to my kids' frustration. I would give it 3 stars. However I've given it 1 star simply because Mobicip have sent an email asking for 5 star reviews in exchange for Amazon vouchers. This is simply deplorable behaviour. If you want 5 star reviews.... EARN IT BY IMPROVING YOUR APP. UPDATE: I've decided to end this subscription and use Google Family Link which works flawlessly. Absolutely no improvement in over 2 years... Other than a new icon colour.",1,6,2022-04-08 06:36:19,"@Michael Thompson, we are terribly sorry for the poor experience you've had with the app. Please do connect with support@mobicip.com for help with the issues you're facing. Yes, it is certainly out of order to ask for 5 star review on quid pro quo basis. Your report has been escalated internally for investigation and corrective action.",2021-12-04 07:11:51,3.0.1_r1282
45,964691e4-40e5-4331-847e-fe24de265dc0,Nicholas Gardner,"Have used it for a few years now, very happy with it. Nothing is perfect, but the app locker option is about as close as you get. Something like this is necessary for responsible parents",5,1,2022-04-05 13:19:13,"@Nicholas Gardner, thank you for the kind feedback. We are always looking to improve, so constructive feedback is always appreciated!",2022-04-05 18:09:24,3.0.1_r1568
46,018c5e22-6d44-4caf-8702-c69a822a9c04,Tracie Hammond,Mobicip was perfect for us. We had a large group of computers and phones used by various ages. Having individual profiles for each kiddo provided the appropriate security for their needs. Highly recommend.,5,2,2022-02-17 05:09:08,"@Tracie Hammond, we are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at support@mobicip.com! Have a wonderful day!",2022-02-23 17:40:15,3.0.1_r1282
47,d027e35e-2502-4db7-acd4-524a4d76ee82,Claudia Gonzalez,"Great experience! We were able to monitor our kid digital activities, we received weekly activity reports, and give us the peace of mind we needed.",5,3,2022-01-21 15:42:14,"@Claudia Gonzalez, we are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at support@mobicip.com! Have a wonderful day!",2022-01-25 14:00:20,3.0.1_r1568
48,3d3de887-002d-416e-8198-373ea3ecabe9,Laura Wilson-Clare,I've set the screen time to when I want but it still doesn't turn my child's device off at the time I've set it to. Very frustrating,1,1,2022-01-14 01:34:02,"@Laura Wilson-Clare, we apologize for this experience. We would need to speak with you to better understand the problem you encountered. Please contact us at support@mobicip.com so we can help resolve this issue. Thank you.",2022-01-14 11:15:30,3.0.1_r1568
49,a239f309-0dc3-40c3-8841-dab89677ca85,Will Johnson,"I've had this installed for 2 days on all my kids devices. They have been able to somehow get past the Screen Time Lock Out. All they have to do is turn the screen off and then log back in and it overrides it!!!??? The system also stops them from being able to uninstall games from their devices which means I have to go in and shut off the App then go back in and turn it back on a just to do so. Not sure if I'm missing something here, but will more then likely cancel this subscription.",1,10,2021-12-27 19:24:16,"@Will Johnson, sorry for the troubles you've had with the app. We'd be happy to take a look into this for you, please contact us at support@mobicip.com. Thank you.",2022-01-01 14:12:01,3.0.1_r1568
50,3110a5ce-4acd-4988-afe5-442b6373e719,Brian Niehoff,Easily bypassed by kids. Nearly worthless,1,0,2021-12-27 16:37:48,"@Brian Niehoff, if setup correctly, it is not that easy to bypass. Having said that, we are always looking to improve the experience for our users, and really appreciate the feedback. If there is anything specific we can look into, please contact us at support@mobicip.com.",2022-01-01 14:10:34,3.0.1_r1519
51,e3bb8ad5-fbeb-4bf6-bdd1-830803971925,Jon Brashear,To be honest they say the fixed the issue but the VPN still is causing a ton of connection issues,1,1,2021-12-22 16:22:04,"@Jon Brashear, really sorry for the continued trouble you've had with the app. We'd be happy to take a look into this for you, please contact us at support@mobicip.com. Thank you.",2021-12-22 18:38:22,3.0.1_r1568
52,1fd47920-021b-42d8-9c0a-52453573adb8,Kerrie Smith,Only just signed up but seems great so far. I have an android phone and my kids have iPhone 5c's and amazon fire tablets. The app has worked great so far on all these. I will update in a month or so if I feel my review needs updated but so far so good,5,2,2021-12-12 00:22:50,"Thanks for your kind feedback. If you have any questions, please contact us at support@mobicip.com.",2021-12-13 14:28:34,3.0.1_r1568
53,e98eca3f-8980-4d3a-b3b3-2024326e542c,Noureddine Aries,Not free,1,0,2021-12-11 14:07:19,"@Aries Nouri, thank you for your comments and feedback. We take such feedback seriously and act on it. Please bear with us and you should see some changes soon enough.",2021-12-13 14:34:35,3.0.1_r1568
54,7028ec20-2be4-4ea5-9f60-61b2edb57ac8,Craig van Beek,"Worst app ever, and look out if you want to uninstall it afterwards! We're factory resetting the phone to get rid of it. Doesn't show any websites visited, doesn't show any videos watched. Complete waste of time. Also, the only way to unsubscribe while on trial (yes, of course they take your credit card details first!) is to send them an email/message.",1,1,2021-12-10 20:00:02,"Dear @Craig, we apologize for this experience. Removing Mobicip's protection is not straightforward, but for good reason, given the nature the product. Support could have helped you when you had trouble. If you continue to have problems, please do get in touch at support@mobicip.com.",2021-12-13 14:32:05,
55,57a6c5af-07df-49a0-b5c2-ef8385f55c80,Nancy Dryden,Mobicip worked well for our family and customer services was very responsive.,5,2,2021-11-15 17:31:38,"@Nancy Dryden, thank you so much for your review! We are delighted to hear such positive words and it’s always a pleasure to serve our users.",2021-11-17 07:18:58,3.0.1_r1568
56,034cfe7e-3f18-4686-94a6-b6a3d54383b3,scientist,Bad,1,0,2021-10-27 02:21:41,"@scientist, very sorry to hear that you don't like the app. Would you mind telling us what you dislike about it? Please write to us at support@mobicip.com. We'll be grateful for your feedback.",2021-10-28 13:51:02,
57,2f459059-c4c8-4107-85ad-d3eba9d1e8e5,Gints Kārkliņš,Be aware that there is no unsubscribe button - only way is to block bank card - looks like scam app,1,0,2021-10-16 09:32:30,"@Gints Kārkliņš, to unsubscribe, all you need to do is contact support from within the app or on the website or by emailing support@mobicip.com. We process cancelation requests routinely and the turnaround time is no more than 24 hours on business days. Having said that, the fact that you had difficulty with this is noted and will be acted upon.",2021-10-16 14:47:32,3.0.1_r1568
58,4bb5e99d-56ac-4c3e-bcd5-4c678f9c10e1,Pedr Freeman,Dismal..... Don't waste your money on a subscription if you are trying to control your kids use of their Macbooks. It works so rarely and the kids soon work out ways to stop the lock function from functioning (like using their Xbox controller to play the games),1,3,2021-10-13 00:52:03,"@Sleddge !, we are sorry for the frustration caused. Mobicip is not designed to work on XBox at this time. However, it should work perfectly on Macbook, provided the setup is correct. It appears from your description that there could be an anomaly in the setup. Please do get in touch at support@mobicip.com to help us troubleshoot and fix the issue.",2021-10-15 09:57:30,3.0.1_r1568
59,6e1dcbc2-96fa-46f9-8cdd-3a8e4dca247a,Frank Mallia,Didn't even work and all the options are terrible,1,1,2021-10-04 20:07:05,"@Frank Mallia, we are sorry for the trouble. Can you give more detail about the issue at support@mobicip.com? It will be very helpful for us to investigate and fix any problems that you might be facing.",2021-10-09 17:24:06,3.0.1_r1568
60,4633db21-6e6f-429d-8c81-3eda4781f651,Tony Kawaguchi,As of Sep 1 2021- I did 3 reinstalls and it's still super slow on my galaxy s21. It does filter but it has made my internet speed about 10 times slower. Sometimes causes the phone to freeze. It works fine on iPhone but it not great for android.,1,1,2021-09-01 16:11:49,"@Tony Kawaguchi, we are sorry for the performance issues you are facing. Did you get a chance to work with support@mobicip.com? Please provide the inputs requested and we should be able to address the problem.",2020-11-20 04:18:32,3.0.1_r1534
61,d3430861-042b-40b3-ad50-6014bd70c276,Julie Burns,Great app. Works fast.,5,1,2021-08-25 14:53:48,"@Julie Burns, Thanks for your review! Please recommend our app to your friends, and don’t hesitate to shoot us a note at support@mobicip.com if you have any questions.",2021-08-31 17:06:10,3.0.1_r1534
62,4fcbb795-5e74-4cc9-9c12-1d3bfcd35cf3,Amber Anderson,Good overall view of smart phone activity. Easy to use & navigate. Great price!,5,1,2021-08-17 20:58:10,"@Amber Anderson, we are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at support@mobicip.com! Have a wonderful day!",2021-08-18 17:15:15,3.0.1_r1282
63,47d2cbb6-c7ee-46df-b27c-f49f0bd3f5eb,Daragh Doyle,"Paid for full year subscription. App keeps crashing on both my kids x2 devices, which means it doesn't block apps, websites etc or doesn't deactivate the screen at allocated times. Will look into getting a full refund. Very frustrated.",1,7,2021-08-17 12:01:49,"@Daragh Doyle, sorry for the trouble you're having. It appears to be a simple setup issue. Could you please get in touch at mobicip.com/support? We should be able to quickly troubleshoot and fix the problems.",2021-08-17 18:00:09,3.0.1_r1534
64,ca51b995-985d-48d9-ad70-d42bedc78030,Andrew Jackson,Rubbish app. Doesn't let you use the Web at all. Always connection error. Total headache. Server is in the USA. And UK sites block it. Don't waste your money,1,1,2021-08-13 16:56:48,"@Andrew Jackson, if you're unable to use the web at all, it appears that there is some kind of setup issue. Please get in touch with us at mobicip.com/support so we can troubleshoot the problem.",2021-08-15 18:58:14,3.0.1_r1534
65,f2d2c320-36de-4ce3-9a58-a205691700dc,AbuOmar,"Not working probably, there is no option to cancel subscription unless you request them by email!",2,0,2021-07-10 10:36:10,"@Abdul-illah, please contact us at support@mobicip.com so we can further assist you.",2021-07-10 23:28:06,3.0.1_r1534
66,440f4688-3965-40bc-96a5-e9f837d45139,Tosha Griggs,I do not want this service. This app makes you give card info to start free trial but then makes it impossible to cancel free trial. I have tried contacting the creators to cancel my free tril so i do not get charged and the ditr keeps saying it does not exist. The apo makes it very easy to dybscribe and very hard to cancel. I do not authorize any further payments from my credit card. I revoke all my authorization. If my card gets charged i will report to my bank fraudulant use of my account.,1,6,2021-06-23 15:41:22,"@CloClo panda bear, we are sorry for the trouble you are having. Please contact support@mobicip.com asap and we should be able to resolve the issue.",2021-06-23 22:19:11,3.0.1_r1534
67,fef7deaa-6632-445e-ac6b-668e31bad00c,Scott Wilson,"This is a very good app, especially to install on phones and mobile devices as you start to allow kids to use these devices.",5,1,2021-06-06 14:46:38,"@Scott Wilson, we are really glad that you like the app. Your support and voice are very important to us.",2021-06-07 03:51:30,
68,f528667c-74e1-45a8-84c9-7f21e8aec1cb,Odell Jakubowski,Good app. It help me manage screen time and monitor all your family devices.,5,1,2021-06-05 17:38:19,"@Odell Jakubowski, we are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at support@mobicip.com! Have a wonderful day!",2021-06-06 05:52:16,3.0.1_r1534
69,c9ec054c-72d1-419a-a145-aa2209aa30c4,Alex Sliver,"Works great except that it blocks apps or sites that are marked to be allowed. Facebook and tiktok are allowed but gets blocked all the time. Google? Can't google anything even tho its allowed, but hey it lets you make a request. Does that work no. This app, while nice, is more of a pain then it should be.",1,1,2021-05-08 02:15:34,"@Alex Sliver, we apologize for this experience. Would need to speak with you to better understand the problems you're facing. Prima facie, it appears that it could be caused by some overprotective selections in the settings. Please contact us at support@mobicip.com so we can help resolve this issue.",2021-05-09 12:33:12,3.0.1_r1534
70,9999c1f0-2151-482a-a7bb-7467be5d4d7b,Bryan Roberts,"Doesn't work, easy to get around. Don't waste your money.",1,0,2021-04-27 16:05:13,"@Bryan Roberts, it is not really easy to get around, ""if set up correctly"". Could you please reach out to us at support@mobicip.com so we can assist you with the set up?",2021-04-29 16:19:45,3.0.1_r1519
71,51934564-ad73-4424-8a4c-eb7ba804dda9,Dylan Trainer,"Me and my mom are trying to get rid of it but it wont leave my phone, she's deleted it and restricted it but it just wont leave my phone. It's also blocking every app, even the ones she didnt restrict",1,0,2021-04-25 15:29:38,"@Dylan Trainer, sorry for the trouble. Removing Mobicip Parental Control App's protection is not straightforward and for good reason. Please have your mom get in touch with support@mobicip.com and a specialist will help her out.",2021-04-26 15:22:14,3.0.1_r1519
72,321566f1-c589-4315-ac7b-ce157a5ebfe0,Adrian Correia,Gps doesn't update live,2,0,2021-04-15 21:49:30,"@Adrian Correia, this doesn't seem right. We want to take a closer look at this for you. Please send a note to support@mobicip.com so we can connect.",2021-04-18 13:18:13,3.0.1_r1519
73,3d64dc5e-2681-416a-8a21-10f4fd644c47,Tamara Lynn,"It's OK but kids can get around it. It notifies you if stuff though so you are a bit in the know. On phone it's hard to admit, I try to add screen time and it doesn't fit screen properly. I add time for whole day and changes can take hour to go into effect even after both parties restart phones. Did update but still some glitches. Needs to be better designed for admin controls on mobile devices.",3,7,2021-04-03 15:19:56,"@Tamara Laschinsky, Thanks for your feedback. We’d like to know the details of the problem you mentioned. Please send the details or screenshot to support@mobicip.com. We'll pass it along to our development team and see if there is any way we can improve it.",2021-04-04 16:57:02,3.0.1_r1519
74,69aa144a-4c75-4b28-b96b-8daad0a7b151,Jennifer Cichosz,Very happy with this app!,5,1,2021-03-31 15:55:38,"@Jennifer Cichosz, Thanks for the shout out! Please recommend our app to your friends, and don’t hesitate to shoot us a note at support@mobicip.com if you have any questions.",2021-04-02 04:18:37,3.0.1_r1282
75,1a075190-44fd-4a4d-a08c-d19c1ee40da9,r.crossey,I did not want a subscription and have been charged a year's subscription! Please cancel and refund.,1,0,2021-03-27 18:00:09,"@r.crossey, happy to help you. As we don't have your email address, can you please write to us at support@mobicip.com?",2021-03-29 18:01:04,3.0.1_r1519
76,b9dae83a-4723-4f35-b0ad-e06707c7be6b,GF Marshall,Yet another parental control app plagued with problems. It can't control any Windows based applications and ends up blocking everything. Then there's Google being clogged with blocks. OMG,1,3,2021-03-18 03:16:37,"@GFM 10, sorry to hear about the troubles you mentioned. Could you please drop us a line at support@mobicip.com and provide details? We should be able to do some basic troubleshooting and get you going right away.",2021-03-18 12:17:40,3.0.1_r1519
77,78fb874d-381d-43f1-be8b-a0752276100e,Mandy Hughey,Won't delete from my kids tablet. Keeps locking me out even when I put in the password.,1,1,2021-03-02 20:12:49,"@Mandy Hughey, we apologize for this experience. We would need to speak with you to better understand the problem you encountered. Please contact us at support@mobicip.com so we can help resolve this issue. Thank you.",2021-03-03 21:33:07,3.0.1_r1519
78,3df547f8-65e3-44ee-94fd-802f442f5dcf,Md Asaduzzaman [ SEO Expert ],very good app.,5,0,2021-02-26 04:35:35,"@Jason jorden, Thank you for your review. If you have any feedback or suggestion, you could write to us at support@mobicip.com. We would love to hear from you!",2021-03-01 17:01:30,
